Human,9,George does not want to deal with business ideas right now after experiencing that subway journey.,0,Gordon wants his mother to buy the M&Ms for him.,1,Melissa is indirectly letting Anne know that something is dirty.,1,Paul wants Jane to possibly iron his shirt.,1,Lucy wants David to give her some money.,1,Rebecca wants her dad to get a pet dog for her birthday.,1,Jordan wants to be the one to run the project.,1,Ben is asking Michael if he's doing unpacking work as well and not just leaving the work to Ben.,1,Jessica is saying that she doesn't like the train.,0,Alex wants John to help him with carrying the suitcases.,1,Paula wants to borrow Wendy's phone charger.,1,The waiter wants Kevin and Stacey to leave a tip for the service.,1,John wants Sam to give him a ride.,1,Mary wants the young man to give up his seat for her.,1,Max wants Karl to carry the groceries.,1,Jenny's mum wants Jenny to buy those candies again.,1
Human,10,He is telling Angela about his commute in. Small talk before discussing business.,0,He likes the look of the m&ms. He finds them appealing,0,She is telling Anne that the bath is dirty without having to say that Anne is dirty,1,He may be hinting to his wife Jane that he would like her to iron his shirt,1,She is saying that she doesn't have any money and hoping David will offer to take her out,1,She may want a dog for her birthday,1,Jordan is letting his boss know that he was available and would have liked to run the project,1,Ben would like them to put the shelves up,1,Jessica would like to swap trains with max,1,Alex would like some help from John to carry the suitcases,1,Paula would like to use Wendy's charger,1,"The waiter is saying that if they would like to tip him, it will need to be an additional charge on the bill as it is not included in the actual bill",0,John is hoping Sam will offer him a lift home,1,Mary wants to sit down and hopes the young man will offer his seat to her,1,"Max would like Karl to offer to carry the heavy bag, as it is both of their groceries",1,Jenny's mum is hoping that Jenny will bring her back some more of the same candies,1
Human,11,He needs a minute to relax and catch his breathe.,1,They look delicious.,0,Why didn't she clean the mess.,1,The shirt is wrinkled and now he can't wear it.,0,Things are expensive.,0,She loves animals.,0,He could do it.,1,He's wondering if the shelves are packed.,0,She doesn't like the train.,0,The suitcases are annoying.,0,Her phone is about to die.,0,A tip isn't included in the bill.,0,He would like a lift in the car.,1,She is tired.,0,The groceries are hurting his back.,0,She would like some candies from Japan.,1
Human,12,He means stop talking Angela,0,I want to buy those,1,Why didn't you clean the bathroom?,1,Can you iron it for me?,1,Will you pay for me?,1,She wants a dog,1,I can do it,1,"I can't find those shelves, did you pack them?",0,I want the red one,1,They're heavy,0,Can I use your charger,1,Tip me,1,Can you give me a lift?,1,Can you give me your seat,1,Can you carry them now?,1,Can you buy me some more?,1
Human,13,Sounds like he's not interested and would rather talk about himself and is tired after journey,0,He likes the look of the M&Ms,0,Wondering why Anne hasn't cleaned the bath,1,He wants his wife to iron is shirt for him,1,She's hoping David might offer to give her some money,1,She's hinting for a dog for her birthday,1,He's wanting Richard to offer him the project,1,He's hoping Michael has unpacked them so can get the decor up,1,Jessica wants the train that max has,1,He's hoping John may offer to help wirh the suitcase,1,Paula hoping Wendy will offer to lend her phone charger,1,Waiter is wanting them to add a service,1,He's hoping to get offered a lift,1,Mary is hoping the young man will give up his seat for her,1,Max would like Karl to help carry the shopping,1,Jenny mum is hoping Jenny will bring home those candies again,1
Human,14,He means that he is not interested in hearing what Angela is saying and is more focused on his recent experience.,0,He means that he wants his mom to buy them.,1,Melissa means that Anne did not clean up after herself and left the bath dirty.,1,Paul means that he wants his wife to iron the blue shirt for him to wear.,1,Lucy means that she wants David to pay for her night out because she knows he has money.,1,Rebecca means that she wants a dog for her birthday.,1,Jordan means that he has the time to run the project and believed he should run it.,1,Ben means that Michael isn't helping unpack and should start helping.,1,Jessica means that she doesn't like the blue color and would prefer the red one.,1,Alex means that he would like John to help him move the suitcases.,1,Paula means that she would like to borrow the phone charger.,1,The waiter means that he wants a tip added to the bill.,1,John means that he would like to get a ride from Sam.,1,Mary means that she wants to sit down and that the young man should move.,1,Max means that he would like to give the bag to Karl to carry for awhile.,1,Jenny's mum means that she wants Jenny to bring her some of the candies from her trip.,1
Human,15,George means that he would like to rest some before talking business.,1,Gordon is telling his mother the candy looks good and he would like her to buy him some.,1,Melissa is telling Anne she should have cleaned the tub when she was finished her bath.,1,Paul is suggesting that maybe his wife could iron his shirt for him while he cleans his shoes.,1,Lucy would like David to lend her some money.,1,Rebecca is asking for a dog for her birthday.,1,Jordon is letting his boss know that he would have liked to do the project.,1,I think Ben is just wondering if the shelves are unpacked and ready to be put up.,0,Jessica would like to play with the train that Max is playing with.,1,Alex would like John to help him with the suitcases.,1,Paula is hoping to use Wendy''s phone charger.,1,The waiter is saying the tip is not included so the customers can add a tip if they wish.,0,John is hoping Sam will give him a ride home.,1,Mary would like the young man to give her his seat on the bus.,1,Max would like Karl to carry some of the groceries as well.,1,Jenny's mum would like her to bring her the candies from Japan.,1
Human,16,That Geroge isnt ready to have a conversation about business ideas yet and maybe needs a few minutes to compose himself.,1,that he wants the m&ms,1,That anne should have cleaned the bath after using it,1,he wants jane to iron the shirt for him,1,she wnats david to say that he will pay for whatever she needs,1,she wants a dog for her birthday,1,jordan wants to be asked to run the project,1,that michael needs to unpack and put up the shelves so that ben can put the decor up,1,jessica either would prefer the red train and wants max to swap with her. or that she doesnt like playing with the train and wants to play something else,1,alex wants john to help him with the suitcases,1,she wants wendy to offer up her charger,1,that a tip is expected,1,john wants sam to offer him a lift home,1,Mary wants the young man or someone nearby to give up their seat for her,1,max wants karl to take over and carry the shopping bag,1,jennys mum wants her to pick up some more candies from japan,1
Human,17,It means that George doesn't want to listen to Angela about any business ideas he is tired needs to rest,0,He meant that they looked so appertising,0,She meant why she didn't clean the bathroom were the dertegents not there,1,Why the shirt not ironed he needs it,0,She meant that she doesn't have some money,0,She wants a dog as her birthday present,1,He ment why he didn't give him the project because sge is not doing anything at,1,He meant that he must pack the shelves,0,She says she dislike the color of the train given so she doesn't want it,0,He meant he is bored and tired,0,May l use your charger if not in use,1,Tip is not included,0,Wanted Sam to feel sympath for him and give him a ride,1,She meant that she is too tired to stand wanted the young man to feel sorry for her and offer her a sit,1,He meant that he is tired due to shopping they did,0,She was asking her to bring some candies if its possible,1
Human,18,He means that hes tired from his journey. And that he needs some time to recover before dealing with work.,1,Hes saying that he wants to get some M&Ms,1,Shes asking why Anne didn't clean the bath,1,Hes asking Jane to iron his shirt,1,She wants David to give her some money,1,Shes implying she wants her dad to get her a dog,1,Jordan is saying that hes available to run this project,1,Hes asking Michael to unpack the shelves,1,Jessica is saying she'd prefer to have Max's train,1,Alex is suggesting Josh help him with the suitcases,1,Paula is asking to use Wendy's phone charger,1,Hes telling them to add a tip,1,John is asking for a lift home,1,Mary is implying she wants to sit down,1,Hes suggesting Karl carries the bag,1,She wants Jenny to bring home some of the candies,1
Human,19,George may be implying that he needs a moment to compose himself before engaging with Angela's business ideas. He may just be rude. Angela may also just be rude.,1,Gordon probably is hinting that he wants his mother to buy some M&Ms.,1,"Melissa is likely being sarcastic - this could be playful or scathing, depending on the two people's general relationship. Either way, Melissa would have liked Anne to have cleaned up after herself.",1,Paul is likely hinting that he would like Jane's assistance to iron his shirt while he gets ready. Less likely is that he's seeking her judgement on whether the shirt is wearable to the interview.,1,Lucy is likely hinting that she would like David to pay for an evening out.,1,"Rebecca is likely hinting that she would like an animal, particularly a dog, for her birthday.",1,"Jordan may be disappointed that he has been passed over for this project, and may be hinting at his willingness to do this kind of project.",1,Ben probably means that Michael should unpack the shelves they bought now.,1,Jessica is likely hinting that she would like to swap trains with Max.,1,Alex is likely hinting that he could do with some help carrying the suitcases.,1,Paula is likely hinting that she would like to borrow Wendy's charger.,1,"The waiter is hinting that a tip for service would be appreciated, on top of the bill.",1,John is likely hinting that he would like Sam to drive him home.,1,"Mary is likely hinting that she would like the young man to give up his seat, so that she can sit down.",1,"Max is likely hinting that he would like Karl to take the bag - or, perhaps, to grab a few groceries out of the bag and carry them by hand.",1,Jenny's mum is likely hinting that she would appreciate Jenny bringing back some more of the candies for her.,1
Human,20,George is interupting as he is not ready to speak about work or business ideas straight away and needs time to settle in for the day,1,George is hinting that he would like the M&M's and his mohter to buy them for him,1,Melissa is being sarcastic and asking Anne is she couldnt find it as its clear she did not clean the bath after herself.,1,Would you mind ironing my shirt for me,1,Could you lend me some money to go out tonight?,1,Can I have a dog for my birthday?,1,"Why didnt you ask me to do it, I would have like to",1,He is just asking whether the shelves have been unpacked,0,She doesnt like the train and would like Max's blue train or another one,1,Can you please help me with my bags,1,Can i borrow your phone charger,1,"If you would like to leave a tip, it needs to be added on",0,Can i have a lift home,1,Can you get up and give me your seat,1,Can you carry this bag instead of me,1,Can you bring back some more of those candies you got last time,1
Human,21,George needs a minute to regroup before being bombarded because he is hot and tired.,1,Gordon means he would like his mother to buy him some m&ms.,1,Melissa is unhappy that the bath is bad and thinks Anne should have cleaned it when she was done.,1,Paul means that he prefers to wear the blue shirt but could not because it was too wrinkled.,0,Lucy is hoping that David will offer to take her out and pay for it.,1,Rebecca is hinting that she would like a dog for her birthday,1,Jordan is disappointed that he was not chosen to run the project and is trying to make him boss aware of how he feels.,1,He would like to put the decor on the shelves so he would like to know if Michael unpacked the shelves or if he can now unpack the shelves.,1,Jessica would prefer the red train.,1,Alex would like John to help him carry the suitcases.,1,Paula would like to use Wendy's phone charger.,1,The waiter means that a tip is required on top of what is recorded on the bill.,1,John is hinting that he would like Sam to offer him a ride.,1,Mary means that she would like a seat.,1,Max means that these groceries are too heavy and he would like if Max would offer to carry them.,1,Jenny's mum would like Jenny to bring home more of those candies.,1
Human,22,Plese give me a little time to recover from my journey,1,I want some M&M's,1,Why haven't you cleanded the bath?,1,Would you mind ironing my shirt?,1,Could you help me out financially?,1,I'd really likr to have a dog for my birthday.,1,You could have asked me before you got someone else in.,1,Could you lend a hand withthe unpacking,1,Could you swap trains with me?,1,Please help me with the suitcases.,1,Could I borrow your phone charger?,1,I'd like a tip.,1,Could you give me a lift home?,1,Could you let me have your seat?,1,Could you carry te bag the rest of the way?,1,Would you bring me back some of those candles?,1
Human,23,That he has had an unpleasant long journey and would probably like a few minutes to unwind before jumping straight into business. He would probably also like to be offered a refreshing drink.,1,He wants his mother to buy him the M and Ms,1,She is saying Anne should have cleaned the tub after using it.,1,He is hoping Jane will offer to iron his shirt for him,1,She wants David to treat her to a night out at his expense,1,Rebecca wants her Dad to buy her a dog for her birthday,1,He wants his boss to know he would like to run the project instead,1,He wants Michael to pitch in with the unpacking,1,She wants Max to offer to swap trains with her.,1,He wants John to offer to help him carry his suitcases.,1,She wants Wendy to offer to lend her her charger so she can use it,1,The waiter is letting them know he is expecting to be tipped seperatly,1,John wants Sam to offer him a lift home.,1,Mary wants the young man to offer up his seat to her.,1,Max wants Carl to offer to carry the groceries the rest of the way home.,1,Jennys mum wants her daughter to bring her home the same candies as last time.,1
Human,24,He means he'd really like to take a break and maybe have a shower and freshen up before talking abur business ideas. Hes tired and hot and been travelling all day. Maybe hungry and thirsty too.,1,He really means they look good enough to eat and could fancy eating some. He'd like his mother to buy him some as a treat,1,Melissa really means youve had a bath and you havent cleaned it. Therefore can you get the cleaning spray and come and clean it now before she uses it.,1,Paul means im busy cleaning my shoes it would be nice if you could iron my shirts for me to save time so im not late.,1,She means youve just got paid maybe you could give me some money or offer to lend me some so that she can go out.,1,Rebecca is hinting that shed maybe like a dog for her birthday as she likes dogs so much.,1,Jordan means he could have run the project at work as he has enough time and hes disappointed he wasnt asked.,1,Ben means have unpacked the shelves and out them up as he wants to use them for his decor.,0,Jessica means shed like to swap trains as she wants a change from playing with the one she has.,1,Alex meant it would be good if you could help me with the suitcases.,1,Paula means can I borrow your phone charger so my phone doesnt die.,1,The waiter wants to let them know that if they want to tip him it is not already added on the bill,0,John meant he was going to get soaked and would be nice for him to be offered a lift so he could remain dry,1,Mary really meant id love your seat as id really like to sit down.,1,Max means maybe Karl should have a turn at carrying the bag as it is heavy and hurting his back,1,Jennys mum reall meant it would be nice if Jenny could bring her some of the sweets home as a present for her,1
Human,25,He's tired and wants to take a short break before continuing with business talks.,1,Gordon wants his mother to buy those M&Ms for him.,1,Complaining about Anne not cleaning the bath.,1,Paul wants Jane to iron the shirt.,1,Lucy wants David to pay for the outing.,1,Rebecca wants a puppy.,1,Jordan wants to lead that certain project.,1,Ben is reminding Michael to unpack the shelves.,1,Jessica wants the red train.,1,Alex wants some help.,1,Paula wants to borrow Wendy's phone charger.,1,The waiter wants a tip.,1,John wants a ride home.,1,Mary wants a seat.,1,Max needs some help carrying the groceries.,0,Jenny's Mum wants her to bring home some candies.,1
Human,26,That he wants Angela to stop talking to him so he can rest after his journey,0,Gordon wants his mother to buy him the M&Ms,1,Anne should have cleaned the bath after using it,1,He wants Jane to iron his shirt to save him time,1,She wants David to offer to pay for them to go out,1,She's hinting she wants a dog for her birthday,1,He feels like he should have been given the project instead,1,He wants Michael to unpack the shelves,1,She wants the red train,1,They want John to help them with the suitcases,1,She wants Wendy to lend her the phone charger,1,He wants them to leave a tip,1,He wants Sam to give him a lift home,1,She wants the man to give her the seat instead,1,He wants Karl to take the bag for him,1,She wants Jenny to bring her back some candy,1
Human,27,I want some time to relax first,1,I want the m&ms,1,You should have cleaned the bathroom,1,"Can you iron the blue shirt, I don't have time",1,Can I borrow some money,1,"She may just like dogs, not neccessarily wants one for her birthday",0,I would like to have done that project as I don't have much work on at the moment,1,Not sure,0,I would rather the red train,1,Can you please help me,1,Can I borrow your phone charger,1,Just to let you know service is not included to bring their attention to it,1,Can i have a lift please,1,I need to sit down,1,He could mean to ask for help with the grocceries,0,Can you get me the candies again,1
Human,28,Give me a few minutes to recover from the journey and maybe get a drink. I not really ready to start work at this point.,1,"I want a packet of those M&M's, please buy them for me.",1,"Hey Anne, how you have left the bath is not acceptable. In future please clean up after use.",1,I expected you to iron my shirt.,0,I'd love to go out this evening but as I have no money I can't. Any chance you can lend me a few quid or better still come out and and pamper me.,1,I want a puppy.,1,"I would have loved to take that project on, I think I'd have been perfect for it.",1,"Common get on with it, you are being a bit sluggish with the unpacking.",1,She wants to play with Max's train.,1,"Common John, how about some help here. Can you take one of the suitcases.",1,Can I borrow your phone charger to boost my phone.,1,If all has been well I expect a tip for the service I have provided,1,Do me a favour can you drop me off round my house to save me getting soaking wet. Thanks.,1,It would be kind of you to give me your seat. As an elderly person I believe I deserve the respect that this would offer.,1,"This is a joint effort, I think it would be fair for you to take your turn and carry this bag of shopping.",1,Can you bring me back a present of those candles you bought last time.,1
Human,29,George either choosing not to engage or to not wish to discuss Angela's business ideas,0,Gordon hoping his mother will buy him the M&M's,1,Melissa is pointing out in possible sarcastic way that Anne should clean the bath,1,Paul is hoping his wife Jane offers to iron his blue shirt,1,Lucy trying to let David know without actually saying she is broke hoping David willl ask or offer to lend/give her money,1,Rebecca is hoping by dropping hints /saying how much she loves dogs that her Dsd will buy her dog for her birthday,1,Politely tries to tell Richard his boss that he's not ok with boss giving the project to someone else,1,Ben giving Michael a nudge /reminder that he needs to help with unpacking.,1,Jessica wants Max to swap and give her the red train,1,Alex is pointing out how difficult it is carrying three suitcases and hoping John will offer to help,1,Paula hoping Wendy will offer her charger,1,Waiter politely reminding Kevin and Stacey that service not included in the bill ... but expect them to check bill and add service on top of the full amount,1,John very much hoping Sam offers him a lift home,1,Mary expectations /hope that the young man will offer her his seat,1,Max is trying to tell Karl that he is struggling to carry groceries and hopes he will offer to either carry or share the burden by carrying the bag together,1,Jenny's Mum hinting how much she would like Jenny to buy her more if the lovely candles in Japan,1
Human,30,"I've had a bad journey, please just give me some time to sort myself out then we can sit down and talk about your ideas .",1,"Mum can I have some M & Ms , I really like them",1,"I don't want a shower in a dirty bath , you really should clean it when you have finished.",1,"Can you please iron that shirt, I want to make a good impression at my interview.",1,Can you please lend me some money so I can go out tonight,1,"Please dad , can I have a dog for my birthday",1,I would really like to run that project and I have plenty of spare time at the moment,1,If you unpack those shelves and put them up they will look nice with our stuff on them,1,"Max , will you stop trains, I don't like this colour",0,Can you help me carry these suitcases please,1,"Can I please borrow your charger , my phone is about to die",1,Our tip has not been included in the bill,0,I don't drive but I would really appreciate a lift home in this horrible weather,1,"I think you should stand and let me have you seat, I am old and you are young",1,"I've carried this bag half way home , I think it's your turn now",1,Can you please bring me some of those sweets you bought last time you went to Japan. I really like them .,1
Human,31,the trip was not a good one for George that is why he had to let Angela know about it.,0,"He really would like his mother to buy the M & M,s for him.",1,She us trying to tell Anne that A ne did not clean the bath.,1,Paul wants his wife to iron the shirt for him.,1,Lucy is hoping that David would offer to take her out that evening a d pay for everything.,1,Hinting to dad that she would like a dog as a birthday gift.,1,By saying that to his boss he is clearly hoping that his boss would ask him to run the project.,1,Ben wants Michael to know that he wants to use the shelves.,0,She would like to exchange trains with Max,1,Alex would like John to help him with the suitcases.,1,She wants Paula to offer her the charger to use.,1,"The waitrr is ingorming them that the ""tip"" is seperate from the bill.",0,John wants Sam to offer him a lift homr.,1,Mary e pects the young man to offer her his seat.,1,Max wants Karl to varry the bag.,1,Jennys mom wants Jenny to bring the same candies for her again.,1
