trials,target,flanker,type,correct,congruency,faces
5,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF10/WF10_HC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF06/WF06_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF04/WF04_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF05/WF05_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF13/WF13_HC.bmp,exp,p,c,WF
6,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF14/WF14_HC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF08/WF08_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF09/WF09_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF02/WF02_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF03/WF03_NC.bmp,exp,p,i,WF
7,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF14/WF14_NC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF15/WF15_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF10/WF10_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF04/WF04_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF11/WF11_NC.bmp,exp,q,c,WF
8,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF12/BF12_NC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF11/BF11_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF03/BF03_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF14/BF14_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF15/BF15_HC.bmp,exp,q,i,BF
9,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF13/WF13_NC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF04/WF04_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF07/WF07_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF08/WF08_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF06/WF06_NC.bmp,exp,q,c,WF
10,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF06/WF06_HC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF15/WF15_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF05/WF05_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF09/WF09_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF14/WF14_HC.bmp,exp,p,c,WF
11,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF02/WF02_NC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF03/WF03_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF15/WF15_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF05/WF05_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF08/WF08_NC.bmp,exp,q,c,WF
12,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF07/WF07_NC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF08/WF08_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF15/WF15_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF05/WF05_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF13/WF13_HC.bmp,exp,q,i,WF
13,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF03/BF03_NC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF08/BF08_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF07/BF07_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF15/BF15_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF13/BF13_NC.bmp,exp,q,c,BF
14,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF06/WF06_HC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF05/WF05_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF10/WF10_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF09/WF09_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF15/WF15_NC.bmp,exp,p,i,WF
15,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF09/BF09_NC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF15/BF15_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF07/BF07_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF05/BF05_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF03/BF03_NC.bmp,exp,q,c,BF
16,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF06/BF06_HC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF13/BF13_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF09/BF09_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF11/BF11_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF08/BF08_NC.bmp,exp,p,i,BF
17,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF11/WF11_NC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF10/WF10_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF07/WF07_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF12/WF12_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF14/WF14_HC.bmp,exp,q,i,WF
18,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF02/WF02_NC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF04/WF04_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF06/WF06_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF03/WF03_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF08/WF08_NC.bmp,exp,q,c,WF
19,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF10/WF10_HC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF13/WF13_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF03/WF03_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF06/WF06_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF02/WF02_NC.bmp,exp,p,i,WF
20,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF06/WF06_HC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF11/WF11_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF05/WF05_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF13/WF13_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF14/WF14_HC.bmp,exp,p,c,WF
21,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF08/WF08_HC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF15/WF15_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF04/WF04_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF12/WF12_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF11/WF11_NC.bmp,exp,p,i,WF
22,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF06/WF06_NC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF12/WF12_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF04/WF04_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF08/WF08_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF05/WF05_HC.bmp,exp,q,i,WF
23,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF11/WF11_HC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF06/WF06_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF13/WF13_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF04/WF04_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF10/WF10_HC.bmp,exp,p,c,WF
24,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF08/WF08_HC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF13/WF13_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF15/WF15_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF07/WF07_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF02/WF02_HC.bmp,exp,p,c,WF
25,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF15/WF15_NC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF03/WF03_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF13/WF13_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF14/WF14_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF08/WF08_HC.bmp,exp,q,i,WF
26,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF15/WF15_HC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF10/WF10_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF14/WF14_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF13/WF13_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF05/WF05_HC.bmp,exp,p,c,WF
27,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF05/BF05_NC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF11/BF11_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF04/BF04_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF10/BF10_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF13/BF13_HC.bmp,exp,q,i,BF
28,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF03/WF03_NC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF08/WF08_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF10/WF10_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF12/WF12_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF15/WF15_HC.bmp,exp,q,i,WF
29,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF11/BF11_NC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF08/BF08_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF04/BF04_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF02/BF02_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF03/BF03_NC.bmp,exp,q,c,BF
30,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF12/WF12_HC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF11/WF11_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF06/WF06_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF07/WF07_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF09/WF09_NC.bmp,exp,p,i,WF
31,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF03/BF03_HC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF04/BF04_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF09/BF09_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF05/BF05_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF08/BF08_NC.bmp,exp,p,i,BF
32,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF08/WF08_HC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF12/WF12_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF10/WF10_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF14/WF14_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF09/WF09_HC.bmp,exp,p,c,WF
33,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF03/BF03_NC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF14/BF14_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF02/BF02_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF04/BF04_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF11/BF11_HC.bmp,exp,q,i,BF
34,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF14/BF14_HC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF05/BF05_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF03/BF03_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF15/BF15_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF06/BF06_HC.bmp,exp,p,c,BF
35,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF14/WF14_NC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF08/WF08_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF10/WF10_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF02/WF02_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF03/WF03_NC.bmp,exp,q,c,WF
36,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF02/WF02_NC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF12/WF12_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF05/WF05_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF04/WF04_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF14/WF14_NC.bmp,exp,q,c,WF
37,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF11/WF11_NC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF03/WF03_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF13/WF13_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF08/WF08_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF14/WF14_HC.bmp,exp,q,i,WF
38,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF04/WF04_HC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF05/WF05_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF07/WF07_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF12/WF12_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF11/WF11_HC.bmp,exp,p,c,WF
39,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF15/BF15_NC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF08/BF08_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF02/BF02_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF10/BF10_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF14/BF14_HC.bmp,exp,q,i,BF
40,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF07/BF07_HC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF06/BF06_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF08/BF08_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF10/BF10_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF02/BF02_HC.bmp,exp,p,c,BF
41,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF10/BF10_NC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF14/BF14_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF07/BF07_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF12/BF12_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF02/BF02_HC.bmp,exp,q,i,BF
42,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF06/WF06_HC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF07/WF07_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF09/WF09_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF08/WF08_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF13/WF13_HC.bmp,exp,p,c,WF
43,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF12/WF12_HC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF03/WF03_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF14/WF14_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF11/WF11_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF08/WF08_NC.bmp,exp,p,i,WF
44,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF04/WF04_HC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF05/WF05_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF08/WF08_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF03/WF03_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF02/WF02_NC.bmp,exp,p,i,WF
45,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF15/BF15_NC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF02/BF02_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF14/BF14_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF05/BF05_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF04/BF04_HC.bmp,exp,q,i,BF
46,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF12/BF12_NC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF05/BF05_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF07/BF07_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF15/BF15_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF08/BF08_NC.bmp,exp,q,c,BF
47,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF02/WF02_NC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF10/WF10_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF04/WF04_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF09/WF09_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF13/WF13_HC.bmp,exp,q,i,WF
48,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF15/BF15_HC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF12/BF12_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF03/BF03_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF02/BF02_NC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/BF/BF04/BF04_NC.bmp,exp,p,i,BF
49,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF06/WF06_NC.bmp,/RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF08/WF08_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF02/WF02_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF07/WF07_HC.bmp; /RADIATE_BMP/RADIATE_450_COLOR_BMP/WF/WF05/WF05_HC.bmp,exp,q,i,WF
